P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Glycine_max	Medicago_truncatula	Arachis_ipaensis	1.199699682015706	0.11512806307128165	0.0703125	908.0	72.0	63.0	144.0	32.0	67.0	25.0	17.0	34.0	162.0	26.0	19.0	22.0	70.0	13.0
Medicago_truncatula	Arachis_hypogaea	Arachis_duranensis	-3.3901061864954394	0.9996506199428791	0.7333333333333333	901.0	45.0	48.0	86.0	9.0	95.0	126.0	29.0	16.0	192.0	10.0	13.0	48.0	53.0	9.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	5.93268582636702	1.4951879734326212e-09	0.6111111111111112	901.0	48.0	45.0	86.0	9.0	95.0	16.0	13.0	126.0	192.0	48.0	29.0	10.0	53.0	9.0
Arachis_hypogaea	Medicago_truncatula	Arachis_duranensis	-99999.9	1.0	2.3333333333333335	901.0	45.0	95.0	126.0	29.0	48.0	86.0	9.0	16.0	192.0	10.0	13.0	53.0	48.0	9.0
Medicago_truncatula	Arachis_hypogaea	Arachis_ipaensis	-5.9726416206548665	0.9999999988286852	0.6516853932584269	913.0	33.0	62.0	73.0	8.0	88.0	135.0	27.0	19.0	185.0	14.0	11.0	58.0	42.0	12.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	5.201978185731657	9.877765194676869e-08	0.6823529411764706	913.0	62.0	33.0	73.0	8.0	88.0	19.0	11.0	135.0	185.0	58.0	27.0	14.0	42.0	12.0
Arachis_hypogaea	Medicago_truncatula	Arachis_ipaensis	-99999.9	1.0	-6.75	913.0	33.0	88.0	135.0	27.0	62.0	73.0	8.0	19.0	185.0	14.0	11.0	42.0	58.0	12.0
Medicago_truncatula	Arachis_duranensis	Arachis_ipaensis	-99999.9	1.0	-0.3333333333333333	925.0	26.0	55.0	82.0	6.0	90.0	30.0	6.0	17.0	326.0	27.0	13.0	26.0	55.0	8.0
Medicago_truncatula	Arachis_ipaensis	Arachis_duranensis	1.9544121798199363	0.025326176811914958	0.16666666666666669	925.0	55.0	26.0	82.0	6.0	90.0	17.0	13.0	30.0	326.0	26.0	6.0	27.0	55.0	8.0
Arachis_duranensis	Medicago_truncatula	Arachis_ipaensis	-7.817648719279746	0.9999999999999973	0.5555555555555556	925.0	26.0	90.0	30.0	6.0	55.0	82.0	6.0	17.0	326.0	27.0	13.0	55.0	26.0	8.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	3.3028399713693637	0.00047861318766351246	0.2688172043010753	930.0	167.0	23.0	83.0	16.0	67.0	15.0	18.0	40.0	197.0	45.0	12.0	11.0	50.0	3.0
Glycine_max	Arachis_duranensis	Arachis_hypogaea	-99999.9	1.0	-1.388888888888889	930.0	23.0	167.0	83.0	16.0	67.0	40.0	12.0	15.0	197.0	11.0	18.0	45.0	50.0	3.0
Arachis_hypogaea	Glycine_max	Arachis_duranensis	-5.680884750755308	0.999999993280962	0.38738738738738737	930.0	167.0	67.0	15.0	18.0	23.0	83.0	16.0	40.0	197.0	45.0	12.0	50.0	11.0	3.0
Glycine_max	Arachis_hypogaea	Arachis_ipaensis	3.1331026950677576	0.0008649115955094988	0.3037974683544304	937.0	160.0	34.0	71.0	17.0	65.0	16.0	19.0	40.0	183.0	59.0	16.0	11.0	45.0	4.0
Glycine_max	Arachis_ipaensis	Arachis_hypogaea	-99999.9	1.0	-3.428571428571428	937.0	34.0	160.0	71.0	17.0	65.0	40.0	16.0	16.0	183.0	11.0	19.0	59.0	45.0	4.0
Arachis_hypogaea	Glycine_max	Arachis_ipaensis	-4.04692431446252	0.999974039477558	0.3604651162790698	937.0	160.0	65.0	16.0	19.0	34.0	71.0	17.0	40.0	183.0	59.0	16.0	45.0	11.0	4.0
Glycine_max	Arachis_duranensis	Arachis_ipaensis	-99999.9	1.0	-0.005847953216374269	920.0	33.0	51.0	186.0	29.0	90.0	14.0	15.0	13.0	187.0	23.0	18.0	9.0	83.0	6.0
Glycine_max	Arachis_ipaensis	Arachis_duranensis	0.1926078596693198	0.4236330636580522	0.005747126436781608	920.0	51.0	33.0	186.0	29.0	90.0	13.0	18.0	14.0	187.0	9.0	15.0	23.0	83.0	6.0
Arachis_duranensis	Glycine_max	Arachis_ipaensis	-33.128551863122986	1.0	0.5014492753623189	920.0	33.0	90.0	14.0	15.0	51.0	186.0	29.0	13.0	187.0	23.0	18.0	83.0	9.0	6.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.480963589040101	0.006551398650462947	0.11278195488721802	957.0	40.0	45.0	129.0	26.0	55.0	11.0	11.0	26.0	283.0	24.0	11.0	8.0	48.0	9.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	-99999.9	1.0	-0.17045454545454544	957.0	45.0	40.0	129.0	26.0	55.0	26.0	11.0	11.0	283.0	8.0	11.0	24.0	48.0	9.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	-17.03594997807536	1.0	0.4660633484162896	957.0	40.0	55.0	11.0	11.0	45.0	129.0	26.0	26.0	283.0	24.0	11.0	48.0	8.0	9.0
Arachis_hypogaea	Arachis_ipaensis	Medicago_truncatula	3.4449427816651634	0.000285638467638627	0.7349397590361446	816.0	86.0	34.0	29.0	7.0	32.0	7.0	4.0	68.0	424.0	70.0	6.0	24.0	37.0	3.0
Arachis_hypogaea	Medicago_truncatula	Arachis_ipaensis	-6.1069440220427875	0.9999999994902604	0.6100000000000001	816.0	34.0	86.0	29.0	7.0	32.0	68.0	6.0	7.0	424.0	24.0	4.0	70.0	37.0	3.0
Arachis_ipaensis	Arachis_hypogaea	Medicago_truncatula	-2.2025044013924813	0.9861851983417761	2.2941176470588234	816.0	86.0	32.0	7.0	4.0	34.0	29.0	7.0	68.0	424.0	70.0	6.0	37.0	24.0	3.0
Arachis_hypogaea	Arachis_ipaensis	Trifolium_pratense	3.6575173411117783	0.00012736821245717955	0.7473684210526316	806.0	96.0	32.0	31.0	7.0	37.0	7.0	2.0	78.0	404.0	80.0	8.0	28.0	32.0	2.0
Arachis_hypogaea	Trifolium_pratense	Arachis_ipaensis	-7.162638126343898	0.9999999999996015	0.6016949152542374	806.0	32.0	96.0	31.0	7.0	37.0	78.0	8.0	7.0	404.0	28.0	2.0	80.0	32.0	2.0
Arachis_ipaensis	Arachis_hypogaea	Trifolium_pratense	-2.4211734511585012	0.9922647552749926	2.0434782608695654	806.0	96.0	37.0	7.0	2.0	32.0	31.0	7.0	78.0	404.0	80.0	8.0	32.0	28.0	2.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	2.2573077702120554	0.011994387770498438	0.7000000000000001	840.0	62.0	32.0	30.0	8.0	26.0	15.0	5.0	50.0	441.0	71.0	7.0	26.0	33.0	4.0
Arachis_hypogaea	Glycine_max	Arachis_ipaensis	-3.0097436936160733	0.9986925895647643	0.6363636363636364	840.0	32.0	62.0	30.0	8.0	26.0	50.0	7.0	15.0	441.0	26.0	5.0	71.0	33.0	4.0
Arachis_ipaensis	Arachis_hypogaea	Glycine_max	-1.2898901544068886	0.9014555318343147	4.000000000000001	840.0	62.0	26.0	15.0	5.0	32.0	30.0	8.0	50.0	441.0	71.0	7.0	33.0	26.0	4.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	0.0	0.49999999949999996	nan	424.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	229.0	63.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	-167.6007159889408	1.0	0.5	424.0	0.0	74.0	0.0	0.0	0.0	53.0	0.0	0.0	229.0	0.0	0.0	63.0	0.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	0.0	0.49999999949999996	nan	424.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	229.0	63.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Medicago_truncatula	Trifolium_pratense	1.5563339349124212	0.05981436596113077	0.10588235294117646	814.0	36.0	24.0	89.0	9.0	90.0	13.0	3.0	22.0	408.0	25.0	8.0	18.0	79.0	9.0
Arachis_hypogaea	Trifolium_pratense	Medicago_truncatula	-99999.9	1.0	-0.15517241379310343	814.0	24.0	36.0	89.0	9.0	90.0	22.0	8.0	13.0	408.0	18.0	3.0	25.0	79.0	9.0
Medicago_truncatula	Arachis_hypogaea	Trifolium_pratense	-11.586041515459135	1.0	0.46853146853146854	814.0	36.0	90.0	13.0	3.0	24.0	89.0	9.0	22.0	408.0	25.0	8.0	79.0	18.0	9.0
Arachis_hypogaea	Medicago_truncatula	Glycine_max	-99999.9	1.0	-inf	817.0	33.0	55.0	53.0	14.0	54.0	37.0	15.0	21.0	409.0	25.0	8.0	33.0	65.0	8.0
Arachis_hypogaea	Glycine_max	Medicago_truncatula	2.146249697561423	0.01592647462943364	0.3333333333333333	817.0	55.0	33.0	53.0	14.0	54.0	21.0	8.0	37.0	409.0	33.0	15.0	25.0	65.0	8.0
Medicago_truncatula	Arachis_hypogaea	Glycine_max	-2.146249697561423	0.9840735253705664	0.6666666666666666	817.0	33.0	54.0	37.0	15.0	55.0	53.0	14.0	21.0	409.0	25.0	8.0	65.0	33.0	8.0
Arachis_hypogaea	Medicago_truncatula	Arachis_duranensis	-0.1776941491920898	0.5705184028658934	1.0833333333333333	393.0	49.0	31.0	14.0	11.0	20.0	15.0	6.0	28.0	195.0	26.0	5.0	19.0	24.0	7.0
Arachis_hypogaea	Arachis_duranensis	Medicago_truncatula	-2.487718088689258	0.9935717077790535	0.4814814814814815	393.0	31.0	49.0	14.0	11.0	20.0	28.0	5.0	15.0	195.0	19.0	6.0	26.0	24.0	7.0
Medicago_truncatula	Arachis_hypogaea	Arachis_duranensis	0.19136292989917364	0.42412064863664156	0.9333333333333333	393.0	49.0	20.0	15.0	6.0	31.0	14.0	11.0	28.0	195.0	26.0	5.0	24.0	19.0	7.0
Arachis_hypogaea	Trifolium_pratense	Glycine_max	-99999.9	1.0	1.0740740740740742	806.0	32.0	66.0	55.0	13.0	54.0	53.0	16.0	24.0	381.0	34.0	5.0	48.0	57.0	6.0
Arachis_hypogaea	Glycine_max	Trifolium_pratense	2.880961916737243	0.001982383724794312	0.4833333333333333	806.0	66.0	32.0	55.0	13.0	54.0	24.0	5.0	53.0	381.0	48.0	16.0	34.0	57.0	6.0
Trifolium_pratense	Arachis_hypogaea	Glycine_max	-0.1986870287404985	0.5787461905271878	0.9393939393939394	806.0	32.0	54.0	53.0	16.0	66.0	55.0	13.0	24.0	381.0	34.0	5.0	57.0	48.0	6.0
Arachis_hypogaea	Trifolium_pratense	Arachis_duranensis	-0.1516836688307644	0.5602817964975628	1.1666666666666667	386.0	46.0	38.0	18.0	10.0	22.0	19.0	4.0	26.0	188.0	30.0	5.0	22.0	25.0	4.0
Arachis_hypogaea	Arachis_duranensis	Trifolium_pratense	-1.2134693506461156	0.8875247209413035	0.4666666666666667	386.0	38.0	46.0	18.0	10.0	22.0	26.0	5.0	19.0	188.0	22.0	4.0	30.0	25.0	4.0
Trifolium_pratense	Arachis_hypogaea	Arachis_duranensis	0.17335276437801647	0.43118707897741215	0.8888888888888888	386.0	46.0	22.0	19.0	4.0	38.0	18.0	10.0	26.0	188.0	30.0	5.0	25.0	22.0	4.0
Arachis_hypogaea	Glycine_max	Arachis_duranensis	0.20148299974958678	0.42016048647283566	0.9	403.0	50.0	21.0	14.0	10.0	22.0	13.0	2.0	22.0	199.0	33.0	9.0	17.0	25.0	3.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	-1.6118639979966947	0.9465042350116917	0.5294117647058824	403.0	21.0	50.0	14.0	10.0	22.0	22.0	9.0	13.0	199.0	17.0	2.0	33.0	25.0	3.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	-0.17909599977741048	0.5710688304110396	1.1428571428571428	403.0	50.0	22.0	13.0	2.0	21.0	14.0	10.0	22.0	199.0	33.0	9.0	25.0	17.0	3.0
Arachis_ipaensis	Medicago_truncatula	Trifolium_pratense	1.6363175858223005	0.05088655736135761	0.16129032258064518	834.0	34.0	27.0	67.0	7.0	89.0	15.0	5.0	25.0	445.0	29.0	4.0	19.0	75.0	8.0
Arachis_ipaensis	Trifolium_pratense	Medicago_truncatula	-99999.9	1.0	-0.3125	834.0	27.0	34.0	67.0	7.0	89.0	25.0	4.0	15.0	445.0	19.0	5.0	29.0	75.0	8.0
Medicago_truncatula	Arachis_ipaensis	Trifolium_pratense	-6.87253386045366	0.9999999999968272	0.44680851063829785	834.0	34.0	89.0	15.0	5.0	27.0	67.0	7.0	25.0	445.0	29.0	4.0	75.0	19.0	8.0
Arachis_ipaensis	Medicago_truncatula	Glycine_max	-99999.9	1.0	1.4	836.0	32.0	51.0	40.0	10.0	54.0	38.0	17.0	31.0	439.0	29.0	4.0	38.0	59.0	5.0
Arachis_ipaensis	Glycine_max	Medicago_truncatula	0.8762940978840486	0.19043504860615967	0.43750000000000006	836.0	51.0	32.0	40.0	10.0	54.0	31.0	4.0	38.0	439.0	38.0	17.0	29.0	59.0	5.0
Medicago_truncatula	Arachis_ipaensis	Glycine_max	-0.2503697422525854	0.5988492314516599	0.8181818181818182	836.0	32.0	54.0	38.0	17.0	51.0	40.0	10.0	31.0	439.0	29.0	4.0	59.0	38.0	5.0
Arachis_ipaensis	Medicago_truncatula	Arachis_duranensis	-0.1776941491920898	0.5705184028658934	1.0833333333333333	393.0	49.0	31.0	14.0	11.0	20.0	15.0	6.0	28.0	195.0	26.0	5.0	19.0	24.0	7.0
Arachis_ipaensis	Arachis_duranensis	Medicago_truncatula	-2.487718088689258	0.9935717077790535	0.4814814814814815	393.0	31.0	49.0	14.0	11.0	20.0	28.0	5.0	15.0	195.0	19.0	6.0	26.0	24.0	7.0
Medicago_truncatula	Arachis_ipaensis	Arachis_duranensis	0.19136292989917364	0.42412064863664156	0.9333333333333333	393.0	49.0	20.0	15.0	6.0	31.0	14.0	11.0	28.0	195.0	26.0	5.0	24.0	19.0	7.0
Arachis_ipaensis	Trifolium_pratense	Glycine_max	-1.4496428928759255	0.9264208925536943	0.6071428571428571	827.0	37.0	60.0	38.0	10.0	53.0	49.0	16.0	32.0	413.0	34.0	4.0	53.0	54.0	6.0
Arachis_ipaensis	Glycine_max	Trifolium_pratense	0.79071430520505	0.21455530127419875	0.7391304347826088	827.0	60.0	37.0	38.0	10.0	53.0	32.0	4.0	49.0	413.0	53.0	16.0	34.0	54.0	6.0
Trifolium_pratense	Arachis_ipaensis	Glycine_max	-99999.9	1.0	-1.1999999999999997	827.0	37.0	53.0	49.0	16.0	60.0	38.0	10.0	32.0	413.0	34.0	4.0	54.0	53.0	6.0
Arachis_ipaensis	Trifolium_pratense	Arachis_duranensis	-0.1516836688307644	0.5602817964975628	1.1666666666666667	386.0	46.0	38.0	18.0	10.0	22.0	19.0	4.0	26.0	188.0	30.0	5.0	22.0	25.0	4.0
Arachis_ipaensis	Arachis_duranensis	Trifolium_pratense	-1.2134693506461156	0.8875247209413035	0.4666666666666667	386.0	38.0	46.0	18.0	10.0	22.0	26.0	5.0	19.0	188.0	22.0	4.0	30.0	25.0	4.0
Trifolium_pratense	Arachis_ipaensis	Arachis_duranensis	0.17335276437801647	0.43118707897741215	0.8888888888888888	386.0	46.0	22.0	19.0	4.0	38.0	18.0	10.0	26.0	188.0	30.0	5.0	25.0	22.0	4.0
Arachis_ipaensis	Glycine_max	Arachis_duranensis	0.20148299974958678	0.42016048647283566	0.9	403.0	50.0	21.0	14.0	10.0	22.0	13.0	2.0	22.0	199.0	33.0	9.0	17.0	25.0	3.0
Arachis_ipaensis	Arachis_duranensis	Glycine_max	-1.6118639979966947	0.9465042350116917	0.5294117647058824	403.0	21.0	50.0	14.0	10.0	22.0	22.0	9.0	13.0	199.0	17.0	2.0	33.0	25.0	3.0
Glycine_max	Arachis_ipaensis	Arachis_duranensis	-0.17909599977741048	0.5710688304110396	1.1428571428571428	403.0	50.0	22.0	13.0	2.0	21.0	14.0	10.0	22.0	199.0	33.0	9.0	25.0	17.0	3.0
Medicago_truncatula	Trifolium_pratense	Glycine_max	-1.391547726820385	0.9179702450197831	1.8666666666666667	855.0	68.0	35.0	15.0	4.0	25.0	28.0	3.0	56.0	473.0	58.0	5.0	37.0	17.0	4.0
Medicago_truncatula	Glycine_max	Trifolium_pratense	-4.388727446125829	0.9999942946287532	0.40579710144927533	855.0	35.0	68.0	15.0	4.0	25.0	56.0	5.0	28.0	473.0	37.0	3.0	58.0	17.0	4.0
Trifolium_pratense	Medicago_truncatula	Glycine_max	2.03762345712985	0.020793734515440532	0.7592592592592593	855.0	68.0	25.0	28.0	3.0	35.0	15.0	4.0	56.0	473.0	58.0	5.0	17.0	37.0	4.0
Medicago_truncatula	Trifolium_pratense	Arachis_duranensis	0.24453309112933064	0.4034090408301423	0.975	398.0	57.0	15.0	9.0	4.0	10.0	8.0	4.0	47.0	212.0	45.0	7.0	13.0	10.0	4.0
Medicago_truncatula	Arachis_duranensis	Trifolium_pratense	-9.292257462914552	1.0	0.5064935064935066	398.0	15.0	57.0	9.0	4.0	10.0	47.0	7.0	8.0	212.0	13.0	4.0	45.0	10.0	4.0
Trifolium_pratense	Medicago_truncatula	Arachis_duranensis	-0.23826301186960422	0.5941613968603008	1.027027027027027	398.0	57.0	10.0	8.0	4.0	15.0	9.0	4.0	47.0	212.0	45.0	7.0	10.0	13.0	4.0
Medicago_truncatula	Glycine_max	Arachis_duranensis	0.23436586115568037	0.40735052702676444	0.9473684210526315	394.0	50.0	19.0	10.0	10.0	31.0	9.0	6.0	27.0	206.0	32.0	6.0	18.0	22.0	3.0
Medicago_truncatula	Arachis_duranensis	Glycine_max	-3.984219639646566	0.9999661334519986	0.5142857142857143	394.0	19.0	50.0	10.0	10.0	31.0	27.0	6.0	9.0	206.0	18.0	6.0	32.0	22.0	3.0
Glycine_max	Medicago_truncatula	Arachis_duranensis	-0.22134553553592035	0.5875882619340036	1.0625	394.0	50.0	31.0	9.0	6.0	19.0	10.0	10.0	27.0	206.0	32.0	6.0	22.0	18.0	3.0
Trifolium_pratense	Glycine_max	Arachis_duranensis	0.5771975916068457	0.28190295275597954	0.7000000000000001	386.0	44.0	22.0	18.0	7.0	39.0	15.0	6.0	22.0	196.0	33.0	8.0	20.0	24.0	3.0
Trifolium_pratense	Arachis_duranensis	Glycine_max	-0.7695967888091267	0.7792305103293233	0.6363636363636364	386.0	22.0	44.0	18.0	7.0	39.0	22.0	8.0	15.0	196.0	20.0	6.0	33.0	24.0	3.0
Glycine_max	Trifolium_pratense	Arachis_duranensis	-0.3298271952039117	0.6292346631024869	4.000000000000001	386.0	44.0	39.0	15.0	6.0	22.0	18.0	7.0	22.0	196.0	33.0	8.0	24.0	20.0	3.0
Arachis_duranensis	Glycine_max	Arachis_hypogaea	-16.66178312683443	1.0	0.5107913669064749	1124.0	11.0	107.0	10.0	3.0	14.0	78.0	4.0	7.0	211.0	2.0	3.0	45.0	11.0	2.0
Arachis_duranensis	Arachis_hypogaea	Glycine_max	0.7350786673603431	0.23114572376656495	0.9594594594594594	1124.0	107.0	11.0	10.0	3.0	14.0	7.0	3.0	78.0	211.0	45.0	4.0	2.0	11.0	2.0
Glycine_max	Arachis_duranensis	Arachis_hypogaea	-99999.9	1.0	-0.046153846153846156	1124.0	11.0	14.0	78.0	4.0	107.0	10.0	3.0	7.0	211.0	2.0	3.0	11.0	45.0	2.0
Arachis_duranensis	Glycine_max	Arachis_ipaensis	-11.93507246576589	1.0	0.5304347826086956	1110.0	25.0	103.0	14.0	3.0	21.0	68.0	7.0	7.0	207.0	6.0	4.0	43.0	11.0	3.0
Arachis_duranensis	Arachis_ipaensis	Glycine_max	1.5471390233400235	0.06091487865580669	0.8970588235294118	1110.0	103.0	25.0	14.0	3.0	21.0	7.0	4.0	68.0	207.0	43.0	7.0	6.0	11.0	3.0
Glycine_max	Arachis_duranensis	Arachis_ipaensis	-99999.9	1.0	-0.14893617021276595	1110.0	25.0	21.0	68.0	7.0	103.0	14.0	3.0	7.0	207.0	6.0	4.0	11.0	43.0	3.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.541591835011287	0.005517470789629053	0.393939393939394	1238.0	20.0	2.0	23.0	2.0	20.0	3.0	2.0	16.0	330.0	8.0	0.0	1.0	20.0	1.0
Arachis_duranensis	Arachis_ipaensis	Arachis_hypogaea	-99999.9	1.0	2.1666666666666665	1238.0	2.0	20.0	23.0	2.0	20.0	16.0	0.0	3.0	330.0	1.0	2.0	8.0	20.0	1.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	-1.3685494496214619	0.9144298624285128	0.25925925925925924	1238.0	20.0	20.0	3.0	2.0	2.0	23.0	2.0	16.0	330.0	8.0	0.0	20.0	1.0	1.0
Glycine_max	Arachis_hypogaea	Arachis_ipaensis	-99999.9	1.0	-0.027027027027027025	1120.0	18.0	11.0	80.0	2.0	110.0	4.0	3.0	2.0	225.0	5.0	2.0	3.0	46.0	1.0
Glycine_max	Arachis_ipaensis	Arachis_hypogaea	0.813192956349866	0.2080536616788038	0.025	1120.0	11.0	18.0	80.0	2.0	110.0	2.0	2.0	4.0	225.0	3.0	3.0	5.0	46.0	1.0
Arachis_hypogaea	Glycine_max	Arachis_ipaensis	-30.901332341294882	1.0	0.5064935064935066	1120.0	18.0	110.0	4.0	3.0	11.0	80.0	2.0	2.0	225.0	5.0	2.0	46.0	3.0	1.0
Medicago_truncatula	Trifolium_pratense	Glycine_max	0.6372499304447835	0.26198097019065614	0.9583333333333334	547.0	74.0	26.0	6.0	3.0	16.0	4.0	2.0	50.0	143.0	46.0	6.0	3.0	5.0	5.0
Medicago_truncatula	Glycine_max	Trifolium_pratense	-14.019498469785248	1.0	0.5111111111111111	547.0	26.0	74.0	6.0	3.0	16.0	50.0	6.0	4.0	143.0	3.0	2.0	46.0	5.0	5.0
Trifolium_pratense	Medicago_truncatula	Glycine_max	-0.609543411729793	0.728917897712557	1.0476190476190477	547.0	74.0	16.0	4.0	2.0	26.0	6.0	3.0	50.0	143.0	46.0	6.0	5.0	3.0	5.0
Medicago_truncatula	Trifolium_pratense	Arachis_ipaensis	1.867886700318547	0.030888869872995883	0.9130434782608695	539.0	77.0	21.0	8.0	6.0	16.0	2.0	4.0	65.0	120.0	53.0	5.0	7.0	5.0	2.0
Medicago_truncatula	Arachis_ipaensis	Trifolium_pratense	-17.744923653026188	1.0	0.525	539.0	21.0	77.0	8.0	6.0	16.0	65.0	5.0	2.0	120.0	7.0	4.0	53.0	5.0	2.0
Trifolium_pratense	Medicago_truncatula	Arachis_ipaensis	-1.6899927288596377	0.9544853538672611	1.1176470588235294	539.0	77.0	16.0	2.0	4.0	21.0	8.0	6.0	65.0	120.0	53.0	5.0	5.0	7.0	2.0
Medicago_truncatula	Trifolium_pratense	Arachis_hypogaea	1.867886700318547	0.030888869872995883	0.9130434782608695	538.0	78.0	21.0	8.0	6.0	16.0	2.0	4.0	65.0	120.0	53.0	5.0	7.0	5.0	2.0
Medicago_truncatula	Arachis_hypogaea	Trifolium_pratense	-17.744923653026188	1.0	0.525	538.0	21.0	78.0	8.0	6.0	16.0	65.0	5.0	2.0	120.0	7.0	4.0	53.0	5.0	2.0
Trifolium_pratense	Medicago_truncatula	Arachis_hypogaea	-1.6899927288596377	0.9544853538672611	1.1176470588235294	538.0	78.0	16.0	2.0	4.0	21.0	8.0	6.0	65.0	120.0	53.0	5.0	5.0	7.0	2.0
Medicago_truncatula	Trifolium_pratense	Arachis_duranensis	1.3029867559473436	0.09628970922986291	0.9180327868852459	530.0	86.0	20.0	10.0	5.0	14.0	5.0	3.0	61.0	125.0	52.0	6.0	7.0	3.0	3.0
Medicago_truncatula	Arachis_duranensis	Trifolium_pratense	-13.290464910662905	1.0	0.5233644859813085	530.0	20.0	86.0	10.0	5.0	14.0	61.0	6.0	5.0	125.0	7.0	3.0	52.0	3.0	3.0
Trifolium_pratense	Medicago_truncatula	Arachis_duranensis	-1.1866486527377593	0.8823168186739142	1.108695652173913	530.0	86.0	14.0	5.0	3.0	20.0	10.0	5.0	61.0	125.0	52.0	6.0	3.0	7.0	3.0
Medicago_truncatula	Glycine_max	Arachis_ipaensis	-0.1528482602181619	0.5607410453692514	1.0909090909090908	509.0	59.0	50.0	19.0	13.0	39.0	20.0	13.0	32.0	88.0	27.0	14.0	21.0	16.0	7.0
Medicago_truncatula	Arachis_ipaensis	Glycine_max	-1.987027382836104	0.9765403880076684	0.48000000000000004	509.0	50.0	59.0	19.0	13.0	39.0	32.0	14.0	20.0	88.0	21.0	13.0	27.0	16.0	7.0
Glycine_max	Medicago_truncatula	Arachis_ipaensis	0.16558561523634205	0.4342415307095897	0.9285714285714286	509.0	59.0	39.0	20.0	13.0	50.0	19.0	13.0	32.0	88.0	27.0	14.0	16.0	21.0	7.0
Medicago_truncatula	Glycine_max	Arachis_hypogaea	-0.1528482602181619	0.5607410453692514	1.0909090909090908	508.0	60.0	50.0	19.0	13.0	39.0	20.0	13.0	32.0	88.0	27.0	14.0	21.0	16.0	7.0
Medicago_truncatula	Arachis_hypogaea	Glycine_max	-1.987027382836104	0.9765403880076684	0.48000000000000004	508.0	50.0	60.0	19.0	13.0	39.0	32.0	14.0	20.0	88.0	21.0	13.0	27.0	16.0	7.0
Glycine_max	Medicago_truncatula	Arachis_hypogaea	0.16558561523634205	0.4342415307095897	0.9285714285714286	508.0	60.0	39.0	20.0	13.0	50.0	19.0	13.0	32.0	88.0	27.0	14.0	16.0	21.0	7.0
Medicago_truncatula	Glycine_max	Arachis_duranensis	-0.26635609894351486	0.6050174526154506	1.3333333333333333	504.0	64.0	45.0	20.0	17.0	37.0	22.0	13.0	30.0	92.0	25.0	14.0	22.0	16.0	6.0
Medicago_truncatula	Arachis_duranensis	Glycine_max	-1.3317804947175742	0.9085337701522749	0.4444444444444445	504.0	45.0	64.0	20.0	17.0	37.0	30.0	14.0	22.0	92.0	22.0	13.0	25.0	16.0	6.0
Glycine_max	Medicago_truncatula	Arachis_duranensis	0.3329451236793936	0.3695879213568638	0.8333333333333334	504.0	64.0	37.0	22.0	13.0	45.0	20.0	17.0	30.0	92.0	25.0	14.0	16.0	22.0	6.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	3.0341468294575327	0.0012061541969583534	0.0	559.0	1.0	0.0	91.0	0.0	86.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	64.0	0.0
Medicago_truncatula	Arachis_hypogaea	Arachis_ipaensis	3.0341468294575327	0.0012061541969583534	0.0	559.0	0.0	1.0	91.0	0.0	86.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	64.0	0.0
Arachis_ipaensis	Medicago_truncatula	Arachis_hypogaea	-287.76726707533066	1.0	0.5	559.0	1.0	86.0	0.0	0.0	0.0	91.0	0.0	0.0	129.0	0.0	0.0	64.0	0.0	0.0
Medicago_truncatula	Arachis_ipaensis	Arachis_duranensis	-99999.9	1.0	-0.3076923076923077	524.0	36.0	26.0	53.0	12.0	61.0	19.0	6.0	11.0	107.0	11.0	9.0	11.0	40.0	4.0
Medicago_truncatula	Arachis_duranensis	Arachis_ipaensis	1.506057301095551	0.06602626024407177	0.16	524.0	26.0	36.0	53.0	12.0	61.0	11.0	9.0	19.0	107.0	11.0	6.0	11.0	40.0	4.0
Arachis_ipaensis	Medicago_truncatula	Arachis_duranensis	-6.400743529656089	0.99999999992233	0.5526315789473685	524.0	36.0	61.0	19.0	6.0	26.0	53.0	12.0	11.0	107.0	11.0	9.0	40.0	11.0	4.0
